#	gene name	KO	thrshld	score	E-value	"KO definition"
#	---------	------	-------	------	---------	-------------
	fig|1849167.6.peg.318	K00134	410.33	398.5	9.6e-120	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849167.6.peg.568	K02588	363.57	9.8	0.065	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.583	K02588	363.57	33.1	5.7e-09	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.583	K22899	558.90	20.7	4.9e-05	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.980	K15634	204.30	30.2	6.9e-08	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849167.6.peg.1007	K02588	363.57	20.2	4.6e-05	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1043	K02588	363.57	40.7	2.7e-11	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1043	K22899	558.90	15.1	0.0026	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.1104	K02588	363.57	30.5	3.5e-08	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1104	K22899	558.90	14.7	0.0034	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.1180	K02588	363.57	36.7	4.4e-10	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1180	K22899	558.90	15.6	0.0018	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.1196	K15634	204.30	97.0	3.6e-28	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849167.6.peg.1215	K15634	204.30	22.8	1.3e-05	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849167.6.peg.1454	K00927	98.03	10.9	0.024	"phosphoglycerate kinase [EC:2.7.2.3]"
*	fig|1849167.6.peg.1805	K01689	259.63	711.4	3e-214	"enolase 1/2/3 [EC:4.2.1.11]"
*	fig|1849167.6.peg.1823	K00134	410.33	464.5	9.1e-140	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849167.6.peg.1913	K00134	410.33	370.5	3e-111	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849167.6.peg.1950	K02588	363.57	19.9	5.6e-05	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1959	K02588	363.57	47.1	3.1e-13	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.1959	K22899	558.90	28.8	1.7e-07	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.2410	K02588	363.57	47.4	2.6e-13	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.2410	K22899	558.90	29.6	9.3e-08	"vanadium nitrogenase iron protein"
	fig|1849167.6.peg.2420	K02588	363.57	31.4	1.8e-08	"nitrogenase iron protein NifH"
	fig|1849167.6.peg.2420	K22899	558.90	13.7	0.0069	"vanadium nitrogenase iron protein"
*	fig|1849167.6.peg.2439	K01689	259.63	741.5	2.2e-223	"enolase 1/2/3 [EC:4.2.1.11]"
*	fig|1849167.6.peg.2509	K00927	98.03	581.4	4.7e-175	"phosphoglycerate kinase [EC:2.7.2.3]"
	fig|1849167.6.peg.2510	K00134	410.33	388.7	9.3e-117	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849167.6.peg.2555	K18425	508.83	11.9	0.019	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
*	fig|1849167.6.peg.2668	K15633	73.80	813.5	2.8e-245	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849167.6.peg.2776	K15634	204.30	54.4	3.2e-15	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849167.6.peg.3362	K18425	508.83	11.5	0.025	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
