#	gene name	KO	thrshld	score	E-value	"KO definition"
#	---------	------	-------	------	---------	-------------
	fig|1849170.5.peg.266	K02588	363.57	217.3	7.3e-65	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.266	K22899	558.90	134.3	1.3e-39	"vanadium nitrogenase iron protein"
	fig|1849170.5.peg.268	K02591	430.50	147.4	1.3e-43	"nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]"
	fig|1849170.5.peg.268	K02586	545.20	114.4	1.2e-33	"nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]"
	fig|1849170.5.peg.268	K22897	837.87	30.1	4.8e-08	"vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]"
	fig|1849170.5.peg.269	K02586	545.20	46.9	3.5e-13	"nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]"
	fig|1849170.5.peg.269	K02591	430.50	29.2	9.4e-08	"nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]"
	fig|1849170.5.peg.527	K15634	204.30	133.8	2.5e-39	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.5.peg.646	K02588	363.57	16.0	0.0009	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.750	K02588	363.57	49.8	5.2e-14	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.750	K22899	558.90	36.1	1.1e-09	"vanadium nitrogenase iron protein"
	fig|1849170.5.peg.773	K15634	204.30	38.1	3e-10	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.5.peg.943	K02588	363.57	19.4	8.6e-05	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.1203	K02588	363.57	19.5	8.2e-05	"nitrogenase iron protein NifH"
*	fig|1849170.5.peg.1240	K00927	98.03	485.9	3.9e-146	"phosphoglycerate kinase [EC:2.7.2.3]"
	fig|1849170.5.peg.1589	K02588	363.57	14.8	0.0022	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.1756	K00134	410.33	19.8	7.6e-05	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
