#	gene name	KO	thrshld	score	E-value	"KO definition"
#	---------	------	-------	------	---------	-------------
	fig|1849170.6.peg.224	K02588	363.57	14.8	0.0017	"nitrogenase iron protein NifH"
*	fig|1849170.6.peg.257	K01689	259.63	743.9	3.8e-224	"enolase 1/2/3 [EC:4.2.1.11]"
	fig|1849170.6.peg.324	K00134	410.33	409.9	2.9e-123	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
*	fig|1849170.6.peg.363	K00927	98.03	488.2	6.6e-147	"phosphoglycerate kinase [EC:2.7.2.3]"
*	fig|1849170.6.peg.720	K18425	508.83	597.2	2.1e-180	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
	fig|1849170.6.peg.801	K15634	204.30	111.8	1e-32	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.6.peg.1048	K02588	363.57	51.4	1.4e-14	"nitrogenase iron protein NifH"
	fig|1849170.6.peg.1048	K22899	558.90	38.1	2.2e-10	"vanadium nitrogenase iron protein"
	fig|1849170.6.peg.1209	K15633	73.80	22.4	6.6e-06	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.6.peg.1244	K18425	508.83	13.3	0.0061	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
*	fig|1849170.6.peg.1280	K15633	73.80	723.3	4.8e-218	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.6.peg.1510	K00134	410.33	401.5	1.1e-120	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849170.6.peg.1720	K15633	73.80	34.1	1.9e-09	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.6.peg.2356	K15634	204.30	36.3	8.5e-10	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.6.peg.2596	K02588	363.57	30.2	3.6e-08	"nitrogenase iron protein NifH"
	fig|1849170.6.peg.2596	K22899	558.90	13.6	0.0062	"vanadium nitrogenase iron protein"
	fig|1849170.6.peg.2651	K15634	204.30	71.2	2.1e-20	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.6.peg.2679	K00134	410.33	18.2	0.00018	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849170.6.peg.2961	K02588	363.57	17.9	0.0002	"nitrogenase iron protein NifH"
	fig|1849170.6.peg.3302	K15634	204.30	126.7	3e-37	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.6.peg.3396	K15633	73.80	15.9	0.00061	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.6.peg.3626	K15633	73.80	35.3	8.5e-10	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
